"Id","ParticipantId","DateExam","MarkPercent","SubjectId","Partition"
"00A5C2FE-207A-492E-AE70-372CDA49DA00","2AFC52AA-366C-45CB-8BE1-237454B5AE5F","2020-07-16","53","61","1"
"00A6A586-9C88-4CC9-BB4B-CE262A9A8168","8ABBD627-4CE6-46E3-B92E-465F29B1B2D4","2020-07-07","72","75","1"
"00A7D4B2-0F2A-4D9A-A0DB-B70FBE2CDA70","56685F50-1E60-4892-A9F0-2E9858DCE18F","2020-07-06","55","75","1"
"00A97F6F-362E-457E-A1B5-5021A2E67F08","6AF6B998-5396-4039-BDD1-A975BA392A40","2020-07-10","28","49","1"
"00AAE34E-ADB3-4173-B61C-A8550E5AC5E6","C8033B44-5D96-4B62-8CF3-2161C80F1227","2020-07-16","37","61","1"
"00ABACA5-5522-4E44-9814-8154795A0B0B","B9E1E056-0564-4570-A7CE-75009D4CB5CD","2020-07-06","91","75","1"
"00ABB7A3-5A34-4D6F-AAB3-83DEC006E1E6","5E92FC85-31DB-4C78-8CA2-215A1F034FBD","2020-07-10","84","49","1"
"00AEE764-8C0E-4D15-8B83-7654CEE05C3B","D196E4CB-FAC1-4925-AEDE-DFAF3F6D0290","2020-07-06","67","75","1"
"00B040FE-B6DF-4B55-9344-13F4F736B772","C9491A37-0743-4A6B-9EF5-7A0D447B12E9","2020-07-10","46","49","1"
"00B06D43-1F30-4CDE-AF4A-41DFB42D532E","AC635FCB-8780-4EC0-9863-6CCF60B3C4ED","2020-07-10","68","49","1"
"00B2172E-23C9-47C2-AD93-350FE83E90E5","B85EB69D-CC23-4361-B194-CD6D6D2A1ED9","2020-07-03","80","27","1"
"00B31D21-5A5E-40CE-8225-F320D9ACE712","83F2A845-A4A2-4256-93FB-7FE3CF3D6177","2020-07-03","45","27","1"
"00B67666-3E6E-436E-B6DE-29769A85DF6F","C19FD77C-A29B-41C3-A846-38C5D1EF9843","2020-07-07","91","75","1"
"00B6EC6D-0369-4E15-991B-CC644519B874","68BE75CD-04B1-4EC2-8CD0-6F07D914DC87","2020-07-13","73","77","1"
"00B75363-45F8-45D3-902C-5C7351F37CDB","075DC6ED-8EBD-4B9D-A2B0-D5132E2DA766","2020-07-06","100","75","1"
"00B769F5-964F-496C-A4F9-A8BBE4E7DEDE","F9204C06-E47F-4D0A-834C-83C684FEA854","2020-07-25","77","58","1"
"00B7CE16-042B-489B-8A88-9B6864D5E3A5","7CC7687C-F62A-4881-A370-669AA8F006F2","2020-07-10","25","49","1"
"00B7FD2A-3B86-4E55-B493-FA1ED79B8FD6","28E89A33-2E5E-4651-8B37-37263D1BEAC8","2020-07-03","82","27","1"
"00BC35F4-EFF2-43DA-824C-4F3B433E8309","84D188C9-A995-46A3-BDC2-63F7F5A594BA","2020-07-20","85","4","1"
"00BC9F3C-892E-45D2-83AC-2FC7917AAE7F","7E1B2A72-CA69-49E4-B391-B2DCFF3EE173","2020-07-10","68","49","1"
"00BCBF5F-35CD-44EC-8560-002C95FE052F","E627A220-D10C-4D2C-AA46-18037D710617","2020-07-20","86","4","1"
"00C308EF-28E8-4502-83D9-FACE506412A8","37F0D37D-B985-450C-96DB-5EA6CA2BEFEC","2020-07-13","32","77","1"
"00C8AE17-8AC9-441F-A80D-4CF33845C2BC","F1ACF27A-1808-4942-9F88-3081AEEE9AB6","2020-07-03","25","27","1"
"00C9037F-9961-4723-A076-586AAFBF61ED","159F6F20-BC10-40A6-BF78-83552E8D28EA","2020-07-10","62","49","1"
"00C99F3E-5356-4EF2-B37D-7C691948932C","24542F9A-D9DA-4995-9206-F5E038DBE1F1","2020-07-06","84","75","1"
"00CA7E55-8112-48A9-AE72-65A95A777D67","718C6A1C-28D9-44CE-A24C-97B1DB69A0D3","2020-07-10","43","49","1"
"00CAE308-8341-4DEF-843E-11538160784C","8CD2889B-115B-4B2D-9BB3-1BDACFC0E795","2020-07-20","79","4","1"
"00CCA446-22C2-4DC9-90F8-A1C08C1002A4","30E65EC6-56EF-417B-B21F-CEE4EEC99932","2020-07-06","91","75","1"
"00CEBE2F-BB82-4CE1-B16B-14E414E59AB5","129F37FD-B056-404B-BDFC-D88AD1C05562","2020-07-20","31","9","1"
"00CEC86D-AFCC-4F5D-A708-5D3964EBA3D0","6918B71B-248F-4E62-94E1-0DBA33AC9A0E","2020-07-03","74","44","1"
"00CF9616-E8A8-4B98-BBF6-44F28FC59E94","48C8498C-24FB-47C2-A7A5-66D521A2EF37","2020-07-16","96","61","1"
"00D1B3A9-77C1-4572-B913-A623FDA1DAE9","10696595-71CD-42BE-8673-65F8712E49D1","2020-07-10","46","49","1"
"00D56658-4AA7-4366-AF70-15899D9EB402","0F452642-EB91-439E-9CA6-4FE89F9C796A","2020-07-13","28","77","1"
"00DADFFB-609C-40A7-8DC2-B3D611D142E5","5A4C8F52-36E0-47F4-8EA0-FF6EE9A468E1","2020-07-20","59","4","1"
"00DB0993-128A-4E69-ABC8-68822F8184C2","03746F62-272D-4134-9D5E-CD3C7D0684D7","2020-07-20","87","4","1"
"00DD1328-D582-428B-8E90-0E59916F46F3","1AFBDF89-382A-468F-9CEC-2D604143251A","2020-07-16","59","61","1"
"00DE0AD7-A9DF-49C8-B9BE-47EF6E9FBFE1","FB6AAAAA-6404-4503-B24B-CF78DB8865D9","2020-07-07","87","75","1"
"00DE2F10-8C48-4A46-AC32-0E18B7D551FC","137CE64E-8B6F-4A73-B80A-E5A090693A53","2020-07-20","53","9","1"
"00E55FB8-516B-4400-B43B-3E1A8FB8C664","1584A521-7846-4681-BF59-DDB84E540294","2020-07-03","22","27","1"
"00E78074-0F1F-4F43-8A81-9F7219587FB2","746B0F7C-C799-47A5-AFD1-16F265DED953","2020-07-10","53","49","1"
"00E98901-1422-4F8A-B022-56113BA57F21","8FE4BD77-C30D-4745-8D50-1A829F876B53","2020-07-10","50","49","1"
"00E9F4A4-076B-487E-8EC7-2333D0855924","3E2EF22D-7DB9-44FA-B4FE-8EFE8825B58C","2020-07-20","98","9","1"
"00EAA6A7-323E-46E9-9811-FD5BDB51D82D","89DD31FA-6C0B-43AE-8E39-DB484FEA5B45","2020-07-20","76","4","1"
"00EBF597-466B-43A5-8768-DB87095910BD","F540469D-471B-43AE-9032-06B7B48AE8C1","2020-07-10","50","49","1"
"00EC3DDF-E16D-42F4-8B88-AD2AA01EBCA1","35CBCA40-475B-461B-B36B-0B2F46D62123","2020-07-20","79","4","1"
"00ED4858-6A68-44DB-8C09-87B03CFD08FF","2A00D370-5777-4042-A026-04E8B48A4102","2020-07-10","62","49","1"
"00EF7184-6DE1-4395-9765-B2AD09A5D590","071A2019-5287-41C8-822B-5693AEF2EBE8","2020-07-10","46","49","1"
"00F106AE-C097-4ABA-9F09-5E43E8324C66","B55FCBD0-A376-42C1-863E-3A02C0B24749","2020-07-10","21","49","1"
"00F24F79-2DE9-49F7-8DD0-D11F515FA5AF","4989CB5D-31FE-4099-AE13-DEAD569BE4F0","2020-07-06","91","75","1"
"00F354FE-4316-402F-8AD2-243C1B37A17B","2C58EFBA-EEC5-4F2E-9061-291F9123EE2D","2020-07-06","48","75","1"
"00FA56A3-41F0-4427-BBED-E910AAD504C7","D3F5D493-3528-4F59-A893-ED4A5858B053","2020-07-20","79","9","1"
"00FF0E50-C1AF-412E-B3B4-28B8A6541011","BACFF427-500E-454E-998C-2AE473DC3B0B","2020-07-10","25","49","1"
"00FF610D-6F62-4420-8DCF-52415FC96EE7","3AD37A9E-404D-4BDD-B7AE-7B19D9EB0607","2020-07-13","20","77","1"
"01030917-AC41-4CDC-A073-11DBC2F651ED","603276EE-1B1D-4B56-8727-BEC136290B31","2020-07-10","43","49","1"
"0103AA46-5AE7-4DB6-A68E-B5701F677E2E","BE7641A5-B504-4D4E-8DD2-50183FFD2489","2020-07-10","50","49","1"
"010813C6-84C0-4B43-8528-FF269A797167","93FA64F4-7D87-43A7-B012-BA29CD1666F2","2020-07-03","84","44","1"
"010C5D52-9E78-40BD-B8C3-4790D2286927","F86F3EC2-8E4D-4F92-8C3A-81F8B17BCD53","2020-07-13","50","31","1"
"010D4BD1-6E73-43F3-99E3-AAE349463D33","A1AA64BA-1D08-4F9D-A53A-84FA0E727A62","2020-07-20","84","4","1"
"01113BDD-9423-4130-891F-8A1E8FAF7367","6066AA1C-F38F-4908-B355-489EA0047991","2020-07-10","21","49","1"
"011270EA-460D-4F0E-BAC3-323B9B8EE31C","0267BB14-9645-4755-ACB4-9559715DE167","2020-07-20","32","9","1"
"01133A7A-7951-4165-B6F9-BEA37EA68798","1C9A9A03-EF82-4D9A-825A-7FB7A594CFA1","2020-07-16","73","86","1"
"0114B39B-AB19-4BF7-8151-DAC9F0ACF788","FA654C4D-66D8-48D8-BFAB-DB1D7EF39E8A","2020-07-10","15","49","1"
"01168027-04C9-467D-B597-B2AE8D2C38D9","D2D278F7-F6A4-4A2F-A3AC-EEE0BD3EFD4D","2020-07-07","81","75","1"
"0117214D-B52A-4458-896F-3D70C9B75508","10808BEA-CEC6-444E-A3CB-3094FA85608F","2020-07-03","93","44","1"
"0117D73B-DB1E-4DE9-A249-1A690843938E","CDF1273B-07F4-4C1D-8BAA-49C54E34C911","2020-07-20","75","9","1"
"0119CA49-E40D-469D-8058-DA5B567C5121","F7B2B6FF-71EE-4C53-99F5-3DB192566EC1","2020-07-10","40","49","1"
"011A3B3A-9DA9-440E-8663-E9155B3028DC","C503CF9F-FC2E-4694-BB21-7425075EBB75","2020-07-20","58","9","1"
"011FB374-FAB4-4D5E-8F01-05D5FBBF4FAB","D84C61D5-8B21-4862-88C6-947CFA9AB3ED","2020-07-10","43","49","1"
"011FBD1A-5297-41D5-8C47-AF65F6CD719C","78D9EDFC-4C0F-4C40-91BA-849E1A47C4C2","2020-07-20","27","9","1"
"0123269D-B9C7-4199-9D72-A0FFB273D381","C96FB36F-647A-4811-A634-7C336AB1C865","2020-07-10","34","49","1"
"0125DC29-187E-4DB0-B059-8214DFF8B1AD","CE879456-1599-4BF2-B1FF-4B1F0259BF7B","2020-07-16","70","86","1"
"01262586-414A-42DE-9865-A28D1D99B36B","21B87A9E-5EAE-45E5-BD0B-71C746B3668B","2020-07-06","51","75","1"
"012BC22A-9C0E-4869-8B6B-97F9E76124ED","4909AEDF-561E-468F-9124-6F0F63CA17B2","2020-07-10","40","49","1"
"0132AC1C-2D3E-4D2B-8DF9-379A3A2D8827","32185B83-B459-417E-A3D6-1461B17D9DAB","2020-07-06","93","75","1"
"0133ED90-6239-4ED4-B068-1CC252019478","8E853CE9-AC34-4BCE-82BC-D01A217A0AC6","2020-07-06","100","75","1"
"01358043-8043-4B11-9E2B-A2DE2C895B28","71EB2FE2-BEDB-4D1D-969A-14AA88D9F007","2020-07-07","93","75","1"
"0137E896-92F6-4321-B4C8-1B9DB7F8BC30","056D33A8-ABB7-4B74-A689-DF7854750950","2020-07-10","34","49","1"
"013842AD-2A55-442F-BDE0-73A0A9B29D4E","584C90BB-FDA0-40F7-B599-8456EEB82E13","2020-07-07","77","75","1"
"01386376-6AB8-4EE6-AAC7-E2512CA09E04","EB58406C-3146-4E02-A13B-785C61424C71","2020-07-20","72","9","1"
"0138A7CD-15D7-47E8-9ED6-04A530A32042","33D04100-819C-4824-8AA4-A57AA98C7FEC","2020-07-03","48","27","1"
"01398923-5C95-4705-A685-99E55BE60DA9","8F98F346-1444-4BD3-87E4-59E208D1A5F9","2020-07-20","76","4","1"
"013B6DF5-0498-4651-A304-9E7C0F35E17E","ED1998F7-6BB5-4202-AB48-87C4870C1507","2020-07-10","50","49","1"
"013B9DD9-49EF-499A-8330-47CF1F5BFF0A","CD500A59-9774-42A9-835A-9C926EDA231A","2020-07-10","81","49","1"
"013C7F35-C35F-4AF8-95B5-0ACA42DD3108","F4E5EBB4-CD51-424F-B48D-F035AADF4E62","2020-07-06","84","75","1"
"013E0A10-7597-4F7B-9F71-AF6C5BA1FED0","F148BDD5-1CE8-4162-BCFD-935C0ACB4FF0","2020-07-20","72","9","1"
"013FDC34-1615-46EA-B3C7-1CB0DC84AF05","A4500C58-E25D-415F-9DAF-38C5DBDC6831","2020-07-13","32","31","1"
"0140D32E-BC09-409F-B154-D6FF20F32DDE","AA0C43CF-4513-4E18-B171-C132C34E2C33","2020-07-06","94","75","1"
"0140DC67-1FB6-47D8-AAB8-961821DAEA1A","60150746-AC67-4230-B3A8-A92A6CF0FE32","2020-07-13","57","31","1"
"014113B9-5A05-4240-8D3F-85532F27E57A","1051ADCF-56EA-44C5-9229-0AF8C0990712","2020-07-10","21","49","1"
"01412416-0C08-4D78-9667-3C8178D0AE2B","F9DE3D46-D900-46FF-A59E-B9648B716764","2020-07-20","62","9","1"
"01417DBD-BFA5-4EA6-B27A-F9115B2913E5","8EA994E8-E9FA-47B0-90DF-CB48B43F3BF3","2020-07-10","50","49","1"
"0141CF6A-C2B4-4F75-ACDD-F4C999F6A845","3985DF21-4344-43E0-8484-8FF6E50F42FD","2020-07-06","84","75","1"
"0141D9CE-041E-4A0B-AE8F-8391F126CF3C","20282C6D-56B9-4867-AB8D-0F46690CDABA","2020-07-20","84","4","1"
"0142FBC1-65E7-4519-8EC1-764D727CFDD0","E9E72867-8CC6-429E-B740-FA1BAEF09511","2020-07-06","89","75","1"
"014401F7-88DD-43B7-99F8-ED513DB96573","7121F7DE-227F-4882-B17C-19E03C283353","2020-07-16","46","61","1"
"014658AC-8C60-4B73-A029-7D6C5B0F1497","00EA46DF-76B0-4268-9AAA-D5F8380D2094","2020-07-10","46","49","1"
"01499FB4-AE4F-4448-9934-DD4E9D016407","F455C8CE-CB55-45A6-B222-70050DBF6666","2020-07-20","73","4","1"
"0149D40C-CD2C-484D-BD6E-72A783A915F8","2C68CB6A-EE5F-4C2E-9AE6-CCC382BEA0A0","2020-07-06","56","75","1"
"014CAB38-23A8-46A2-9F24-9357C8C1719D","7F97B705-0D47-4959-84A6-7FB15CB8BABD","2020-07-10","65","49","1"
"015006D2-B95C-4338-ADA2-56F9206900EF","094BF8EE-FB0F-4824-BA26-966A3FFCA0AA","2020-07-10","25","49","1"
"015131A4-5AD6-4033-A813-16831B73B5E9","F3EF5DEA-3163-4DFD-94E5-E5A795D8A382","2020-07-07","82","75","1"
"015258ED-F402-4A39-B1CB-8EE614D87924","632C4328-D070-40FC-9344-9EB1B4C02594","2020-07-16","38","86","1"
"0153F64A-B8B3-4168-A2A5-F5A9C87AE862","DB2EAC46-7DDF-4CD0-ACCC-0FA95EC31781","2020-07-10","50","49","1"
"0154721D-2838-4E2D-B0C3-12A657529D2F","D9D6CE82-D71B-4D32-984A-684C44EFCB8E","2020-07-20","84","9","1"
"01569928-4BDD-4127-9A5D-EEF7A19C7295","02DDBC85-12DB-44C4-B18F-6AFF4644E164","2020-07-06","87","75","1"
"01575F0A-B4D7-497E-9060-F7FB0824A994","6ACE34C4-36B5-412A-A9FE-335A1D256A15","2020-07-06","72","75","1"
"0157CE09-3719-4DDE-AA59-40ACCCFA4FD1","5BB622E8-237E-4C97-BEE7-F57CA301CFA9","2020-07-20","82","4","1"
"01591D3C-668F-49B9-8AE1-B4FD352E7355","02D4C263-38B7-40F7-9213-AD10083C997C","2020-07-16","87","61","1"
"015B23D9-357A-41B5-B376-C94E3E388C9D","5A63C06A-87B4-4EE5-8427-D6563789D7F4","2020-07-06","96","75","1"
