"Id","ParticipantId","StudentParallel","TestDate","Mark","MaxMark","SubjectId","Partition"
"2386655","DB01B3EA-021D-4DE3-B3D4-1547952E2436","10","2019-09-03 18:30:35","0","10","48","1"
"2386661","FDB1A785-87D6-47CD-A4DA-E24D392B37E3","10","2019-09-03 18:31:27","0","16","27","1"
"2386698","F0195897-8671-4664-A46E-5F5F7FFB0C81","11","2019-09-03 18:36:59","17","33","61","1"
"2386888","DB01B3EA-021D-4DE3-B3D4-1547952E2436","10","2019-09-03 19:01:44","8","14","48","1"
"2388867","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-04 09:48:37","20","30","77","1"
"2389106","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-04 11:24:58","8","30","77","1"
"2389564","C0C9CF39-3F9F-4891-B281-AE93B672B274","8","2019-09-04 14:21:07","10","12","75","1"
"2389607","C0C9CF39-3F9F-4891-B281-AE93B672B274","8","2019-09-04 14:35:25","2","10","48","1"
"2389713","1CFCA34E-9CED-4C11-82B6-1759B670051A","10","2019-09-04 15:04:54","5","12","75","1"
"2389743","3CC0CCA1-BF2B-4B4A-9B48-8EE1AB1BD2AB","10","2019-09-04 15:10:46","0","10","27","1"
"2389787","1CFCA34E-9CED-4C11-82B6-1759B670051A","10","2019-09-04 15:20:22","1","33","61","1"
"2389795","1CFCA34E-9CED-4C11-82B6-1759B670051A","10","2019-09-04 15:22:20","0","28","4","1"
"2389969","3CC0CCA1-BF2B-4B4A-9B48-8EE1AB1BD2AB","10","2019-09-04 15:59:48","0","10","27","1"
"2390516","5FE0EBCA-CF85-43EE-AB5D-B1D2171E33DA","-1","2019-09-04 17:34:15","17","55","32","1"
"2390663","5FE0EBCA-CF85-43EE-AB5D-B1D2171E33DA","-1","2019-09-04 17:59:42","0","55","32","1"
"2390938","EB7909B5-E282-416F-99C5-3963A342EFEB","11","2019-09-04 18:52:02","12","24","9","1"
"2391132","F0195897-8671-4664-A46E-5F5F7FFB0C81","11","2019-09-04 19:27:13","0","12","75","1"
"2391194","57E60694-8080-4821-9A83-C909352C098A","9","2019-09-04 19:34:20","0","33","61","1"
"2393222","4FE604F2-0045-438E-BDF1-67BE07C2CDAB","9","2019-09-05 11:58:32","8","10","27","1"
"2393238","6356CF31-6F01-4043-B460-9666B9B4E6A6","9","2019-09-05 12:01:05","7","10","27","1"
"2393243","39821683-883F-465D-9436-D9F9A14533CE","9","2019-09-05 12:02:06","8","10","27","1"
"2393333","41DCD44A-79FA-46E4-B1CF-4D19CD19C598","10","2019-09-05 12:27:56","11","15","27","1"
"2393339","83F32A6E-BAA4-4CE0-B22E-15BBC576128B","10","2019-09-05 12:29:19","13","15","27","1"
"2393924","9C7CA86F-755B-4495-9448-89100540753D","9","2019-09-05 14:49:28","2","10","27","1"
"2394298","5D2FA42F-A41B-4869-9473-30722B8EEF9F","10","2019-09-05 16:17:58","4","12","44","1"
"2394756","F18A9263-E0B6-4F48-B1A5-BB3DC3778796","11","2019-09-05 17:53:29","10","21","61","1"
"2395155","222DBF7E-032A-4625-B95B-DE2233F4A123","10","2019-09-05 19:15:33","19","28","4","1"
"2395383","222DBF7E-032A-4625-B95B-DE2233F4A123","10","2019-09-05 19:56:04","20","28","4","1"
"2395703","75E02DB8-0422-4D6E-9489-D3D0A005FC7D","10","2019-09-05 20:43:27","0","28","4","1"
"2396084","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-05 21:59:01","12","24","9","1"
"2396090","5259DB73-B28A-4D77-A8B5-158E1F62E498","10","2019-09-05 22:00:18","4","24","9","1"
"2396149","5259DB73-B28A-4D77-A8B5-158E1F62E498","10","2019-09-05 22:13:40","6","12","75","1"
"2396225","5259DB73-B28A-4D77-A8B5-158E1F62E498","10","2019-09-05 22:31:26","0","12","75","1"
"2396269","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-05 22:42:22","0","24","9","1"
"2396391","A9564A8A-6174-49D1-8645-CE60BD40C1C0","10","2019-09-05 23:40:39","5","12","75","1"
"2396637","9A195C5E-108C-4CEC-901B-09F61E424876","11","2019-09-06 08:46:52","13","15","27","1"
"2396702","9A195C5E-108C-4CEC-901B-09F61E424876","11","2019-09-06 09:32:25","14","16","27","1"
"2396960","CAA8B47D-A6BB-49B4-85F3-05FD7E83FDD5","10","2019-09-06 11:37:41","7","19","11","1"
"2397210","F61626A4-9C51-48EE-8CC5-01A9EA9585D6","-1","2019-09-06 13:22:01","17","22","27","1"
"2397230","123EF307-34F8-4A4C-A314-3ABA1855DE51","11","2019-09-06 13:26:18","11","22","27","1"
"2398697","8E3C13BD-9B58-4638-AB02-BC9DB81136D2","10","2019-09-06 20:12:00","16","33","61","1"
"2398699","5259DB73-B28A-4D77-A8B5-158E1F62E498","10","2019-09-06 20:12:36","1","24","9","1"
"2398755","8E3C13BD-9B58-4638-AB02-BC9DB81136D2","10","2019-09-06 20:25:14","1","12","44","1"
"2399444","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-07 09:15:57","0","12","52","1"
"2399448","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-07 09:17:20","11","17","77","1"
"2399569","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-07 10:15:18","4","17","77","1"
"2399598","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-07 10:23:48","1","17","77","1"
"2399631","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-07 10:34:45","0","52","77","1"
"2399633","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-07 10:35:33","0","15","77","1"
"2399638","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-07 10:36:14","6","23","77","1"
"2399749","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-07 11:10:42","3","23","77","1"
"2399858","A7E5B7F1-DC56-4D40-BB88-1114B6B6C40E","11","2019-09-07 11:44:00","28","58","9","1"
"2400308","3FC409F2-D6C3-4143-B715-B055967DFAA2","11","2019-09-07 13:48:48","29","34","75","1"
"2401612","B4A9A8EC-2EDC-4F1D-9D47-2EF979CB6698","11","2019-09-07 21:01:25","15","18","48","1"
"2401620","2466890E-2325-49C5-8E89-7964B2976B5C","11","2019-09-07 21:05:22","1","24","9","1"
"2402662","D53632DE-7DA2-469A-ACC4-989FCDF9D4EF","11","2019-09-08 11:40:02","20","28","4","1"
"2402736","A7E5B7F1-DC56-4D40-BB88-1114B6B6C40E","11","2019-09-08 11:53:13","22","58","9","1"
"2402903","A7E5B7F1-DC56-4D40-BB88-1114B6B6C40E","11","2019-09-08 12:20:19","6","21","86","1"
"2403101","08034EA4-5BC7-4B4D-ABAE-D001BC007904","11","2019-09-08 12:57:51","14","18","9","1"
"2403312","B09F84BA-BA69-4EF5-B4AB-E06D35FAD493","10","2019-09-08 13:41:19","10","18","9","1"
"2403386","1B675EF1-BC56-4AA6-8757-87BC4842EC37","11","2019-09-08 13:57:53","24","43","86","1"
"2403480","08034EA4-5BC7-4B4D-ABAE-D001BC007904","11","2019-09-08 14:15:49","29","43","86","1"
"2403796","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-08 15:34:36","18","24","86","1"
"2404045","306A9589-15C9-4267-AA24-D5CB6A6DD409","10","2019-09-08 16:32:48","8","24","9","1"
"2404212","F0195897-8671-4664-A46E-5F5F7FFB0C81","11","2019-09-08 17:09:39","5","12","75","1"
"2404298","F0195897-8671-4664-A46E-5F5F7FFB0C81","11","2019-09-08 17:29:51","7","12","75","1"
"2404366","F0195897-8671-4664-A46E-5F5F7FFB0C81","11","2019-09-08 17:46:22","8","12","75","1"
"2405402","D6946019-70B2-482B-A153-1298DCC38385","100","2019-09-08 20:54:17","7","21","86","1"
"2405493","D6946019-70B2-482B-A153-1298DCC38385","100","2019-09-08 21:08:49","0","21","86","1"
"2405498","D6946019-70B2-482B-A153-1298DCC38385","100","2019-09-08 21:09:14","17","21","86","1"
"2405720","B444B659-D3B8-457F-AA74-FCA91522B1FB","9","2019-09-08 21:59:56","2","12","75","1"
"2405863","D6946019-70B2-482B-A153-1298DCC38385","100","2019-09-08 22:40:43","10","14","48","1"
"2407523","F18A9263-E0B6-4F48-B1A5-BB3DC3778796","11","2019-09-09 17:03:32","36","65","61","1"
"2407707","06D798C0-54FF-4C03-B921-CA38B445D373","9","2019-09-09 17:28:27","20","33","61","1"
"2407835","A9564A8A-6174-49D1-8645-CE60BD40C1C0","10","2019-09-09 17:43:19","0","10","27","1"
"2408094","E8B694B7-4CD4-43D0-BAAE-F11B1D216100","11","2019-09-09 18:30:16","19","33","61","1"
"2408307","E8B694B7-4CD4-43D0-BAAE-F11B1D216100","11","2019-09-09 19:01:19","28","38","61","1"
"2409096","F227E31F-3F4B-4A43-8EE4-BA575CE12F1D","10","2019-09-09 20:54:31","0","21","86","1"
"2409606","6E3B06CE-7331-4B3C-A3DA-BBFCC9CECA1B","10","2019-09-09 22:37:09","1","10","27","1"
"2410040","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-10 09:36:23","0","12","75","1"
"2410042","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-10 09:36:57","3","10","27","1"
"2410066","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-10 09:44:35","17","22","9","1"
"2410109","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-10 09:58:18","16","25","9","1"
"2410205","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-10 10:28:09","0","22","9","1"
"2410206","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-10 10:28:54","0","25","9","1"
"2410744","AB5477CE-AF2F-4625-AD29-4041D4451F87","11","2019-09-10 13:49:03","10","35","27","1"
"2411230","9E6721F1-A6B5-4B82-B137-D9961A7D4FA6","11","2019-09-10 15:46:14","20","43","86","1"
"2411407","3FC409F2-D6C3-4143-B715-B055967DFAA2","11","2019-09-10 16:26:22","14","25","75","1"
"2411538","3FC409F2-D6C3-4143-B715-B055967DFAA2","11","2019-09-10 16:56:35","21","25","75","1"
"2411629","82D7F060-F6F6-40A4-8B0B-009FA55324E8","10","2019-09-10 17:12:59","0","10","27","1"
"2411638","82D7F060-F6F6-40A4-8B0B-009FA55324E8","10","2019-09-10 17:15:30","0","16","27","1"
"2411678","7DFD8266-67AF-487D-A05D-742B39F91866","11","2019-09-10 17:26:11","7","11","48","1"
"2411998","B7A59527-CEA8-4376-B11E-DE6E4C6F11F1","11","2019-09-10 18:34:58","7","18","48","1"
"2412069","B7A59527-CEA8-4376-B11E-DE6E4C6F11F1","11","2019-09-10 18:52:25","0","32","48","1"
"2412098","3A6454AE-89F1-4263-B642-CDDD6F5EAC9D","11","2019-09-10 18:59:20","10","65","61","1"
"2412195","75E02DB8-0422-4D6E-9489-D3D0A005FC7D","10","2019-09-10 19:27:08","0","10","27","1"
"2412576","75E02DB8-0422-4D6E-9489-D3D0A005FC7D","10","2019-09-10 20:40:58","0","10","27","1"
"2413050","F4B8712A-473A-42B6-A253-452B204272E7","10","2019-09-10 22:24:00","8","10","48","1"
"2413068","F4D8D809-39C2-4645-AB64-6F0CD78E7C1E","8","2019-09-10 22:27:23","1","24","9","1"
"2414386","3CC0CCA1-BF2B-4B4A-9B48-8EE1AB1BD2AB","10","2019-09-11 14:51:25","5","10","27","1"
"2414801","AF2D5CE0-A893-47DD-95D2-2C196366C037","10","2019-09-11 17:00:00","25","33","61","1"
"2415582","40D7FD41-1D0C-46A6-81FB-3C61C2D111F1","10","2019-09-11 19:53:03","25","33","61","1"
"2415654","BC28AEA2-8261-4C6F-A5D1-0A22264556F3","11","2019-09-11 20:06:40","0","30","77","1"
"2416837","607D9EDC-0028-4BA8-8F3A-1517FB398617","10","2019-09-12 09:31:45","10","10","27","1"
"2416839","FDB7B6CF-D7C3-4668-9759-D2283984CE74","10","2019-09-12 09:32:08","8","10","27","1"
"2416841","F4830657-1100-4F4E-B132-057955DD89A8","10","2019-09-12 09:32:26","8","10","27","1"
"2416842","A500FDBD-FC9D-4098-A59C-4EDB167BAA96","10","2019-09-12 09:32:29","10","10","27","1"
"2416843","672804C1-14A1-43A9-A8B2-879B92C6E59C","10","2019-09-12 09:32:41","9","10","27","1"
"2416845","D2262441-ADE1-451E-9BF7-B9877A999D3A","10","2019-09-12 09:32:49","8","10","27","1"
"2416867","EE054F21-D559-4D8C-9628-14299A00E393","9","2019-09-12 09:38:13","18","35","27","1"
"2416869","A9F338C3-B5A5-4C96-B814-93F0A34458EA","8","2019-09-12 09:38:23","4","22","27","1"
"2416871","9A195C5E-108C-4CEC-901B-09F61E424876","11","2019-09-12 09:38:38","14","35","27","1"
"2416886","A9F338C3-B5A5-4C96-B814-93F0A34458EA","8","2019-09-12 09:46:21","6","35","27","1"
"2417499","550D7B73-7D3C-4F56-BBC1-5F20824D17F9","11","2019-09-12 13:01:26","3","22","27","1"
"2418094","672804C1-14A1-43A9-A8B2-879B92C6E59C","10","2019-09-12 16:22:22","14","16","27","1"
"2418498","FDB7B6CF-D7C3-4668-9759-D2283984CE74","10","2019-09-12 18:15:00","7","16","27","1"
"2418552","F4830657-1100-4F4E-B132-057955DD89A8","10","2019-09-12 18:28:46","13","16","27","1"
"2418724","F4830657-1100-4F4E-B132-057955DD89A8","10","2019-09-12 19:06:58","16","16","27","1"
"2418858","74199F95-CC74-4AE8-B1EA-E018B2321092","10","2019-09-12 19:35:22","6","15","77","1"
"2419132","3CC0CCA1-BF2B-4B4A-9B48-8EE1AB1BD2AB","10","2019-09-12 20:33:49","5","10","27","1"
"2419405","607D9EDC-0028-4BA8-8F3A-1517FB398617","10","2019-09-12 21:44:59","13","16","27","1"
"2419447","D2262441-ADE1-451E-9BF7-B9877A999D3A","10","2019-09-12 21:57:02","9","16","27","1"
"2419553","74199F95-CC74-4AE8-B1EA-E018B2321092","10","2019-09-12 22:34:09","8","15","77","1"
"2419576","74199F95-CC74-4AE8-B1EA-E018B2321092","10","2019-09-12 22:47:27","8","15","77","1"
"2419633","A500FDBD-FC9D-4098-A59C-4EDB167BAA96","10","2019-09-12 23:19:31","0","16","27","1"
"2419651","A500FDBD-FC9D-4098-A59C-4EDB167BAA96","10","2019-09-12 23:28:58","16","16","27","1"
"2419726","FDB7B6CF-D7C3-4668-9759-D2283984CE74","10","2019-09-13 02:03:48","10","16","27","1"
"2419837","74199F95-CC74-4AE8-B1EA-E018B2321092","10","2019-09-13 08:24:19","11","15","77","1"
"2419841","74199F95-CC74-4AE8-B1EA-E018B2321092","10","2019-09-13 08:28:04","11","15","77","1"
"2419858","75E02DB8-0422-4D6E-9489-D3D0A005FC7D","10","2019-09-13 08:43:34","1","10","27","1"
"2419861","82D7F060-F6F6-40A4-8B0B-009FA55324E8","10","2019-09-13 08:44:46","2","10","27","1"
"2419863","2965BA87-E493-4409-A31A-701AA56C6A9E","10","2019-09-13 08:45:01","0","10","27","1"
"2419864","566A8A93-D538-433B-BCED-EA04F3601DBE","10","2019-09-13 08:46:06","1","10","27","1"
"2419870","D2B9CF48-C608-4D98-8DC5-B6CDF00D8CEF","10","2019-09-13 08:47:46","1","10","27","1"
"2419875","C161F3D6-5313-413E-A8C9-90221159AE70","10","2019-09-13 08:52:55","2","10","27","1"
"2419880","DE741AD4-A441-4945-856F-E4337978583D","10","2019-09-13 08:55:36","3","10","27","1"
"2419885","D2B9CF48-C608-4D98-8DC5-B6CDF00D8CEF","10","2019-09-13 08:59:50","2","10","27","1"
"2419887","D2B9CF48-C608-4D98-8DC5-B6CDF00D8CEF","10","2019-09-13 09:01:21","1","10","27","1"
"2419891","D2B9CF48-C608-4D98-8DC5-B6CDF00D8CEF","10","2019-09-13 09:03:07","2","10","27","1"
"2419896","2965BA87-E493-4409-A31A-701AA56C6A9E","10","2019-09-13 09:06:49","2","10","27","1"
"2419899","D2B9CF48-C608-4D98-8DC5-B6CDF00D8CEF","10","2019-09-13 09:07:43","0","10","27","1"
"2419909","607D9EDC-0028-4BA8-8F3A-1517FB398617","10","2019-09-13 09:17:39","16","16","27","1"
"2420314","AB5477CE-AF2F-4625-AD29-4041D4451F87","11","2019-09-13 12:44:12","10","35","27","1"
"2420366","607D9EDC-0028-4BA8-8F3A-1517FB398617","10","2019-09-13 13:05:45","16","16","27","1"
"2420372","F4830657-1100-4F4E-B132-057955DD89A8","10","2019-09-13 13:06:51","13","16","27","1"
"2420376","D2262441-ADE1-451E-9BF7-B9877A999D3A","10","2019-09-13 13:07:38","13","16","27","1"
"2420382","FDB7B6CF-D7C3-4668-9759-D2283984CE74","10","2019-09-13 13:07:59","14","16","27","1"
"2420383","A500FDBD-FC9D-4098-A59C-4EDB167BAA96","10","2019-09-13 13:07:59","16","16","27","1"
"2420384","672804C1-14A1-43A9-A8B2-879B92C6E59C","10","2019-09-13 13:08:05","16","16","27","1"
"2420509","F4830657-1100-4F4E-B132-057955DD89A8","10","2019-09-13 14:03:50","0","16","27","1"
"2420522","F4830657-1100-4F4E-B132-057955DD89A8","10","2019-09-13 14:10:12","2","16","27","1"
"2420657","92666B05-2E12-4DA4-B2FD-B228F0F629D0","11","2019-09-13 14:43:01","17","32","48","1"
"2421197","5FE0EBCA-CF85-43EE-AB5D-B1D2171E33DA","-1","2019-09-13 17:37:52","0","55","32","1"
"2421384","B5B93C9A-425B-4185-BD0D-2883E7B81BE5","11","2019-09-13 18:54:14","19","33","61","1"
"2423507","306A9589-15C9-4267-AA24-D5CB6A6DD409","10","2019-09-14 17:26:02","2","10","27","1"
"2423806","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-14 18:59:25","9","12","75","1"
"2423838","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-14 19:10:29","26","33","61","1"
"2424155","5A5DB54B-A595-4004-9F3A-EC1C0EC1A1B1","10","2019-09-14 20:53:35","1","12","75","1"
"2424446","306A9589-15C9-4267-AA24-D5CB6A6DD409","10","2019-09-14 23:25:54","3","33","61","1"
"2424636","306A9589-15C9-4267-AA24-D5CB6A6DD409","10","2019-09-15 08:51:42","8","12","75","1"
"2424674","306A9589-15C9-4267-AA24-D5CB6A6DD409","10","2019-09-15 09:20:27","8","19","11","1"
"2424822","F14719A9-BF61-4CED-A329-6411DE8CFD0B","10","2019-09-15 10:30:36","32","58","75","1"
"2425335","A7E5B7F1-DC56-4D40-BB88-1114B6B6C40E","11","2019-09-15 12:41:20","2","22","9","1"
"2426430","B49BAC72-4E88-4C6F-BE28-9805A9A0CEBF","10","2019-09-15 16:23:46","0","10","48","1"
"2426581","13DE7E1E-A410-4E7F-8516-7B6B88DFE496","11","2019-09-15 16:57:41","51","58","75","1"
"2426653","5084A131-E14E-45FA-98DD-F6400F69F465","11","2019-09-15 17:14:28","1","15","75","1"
"2426656","5084A131-E14E-45FA-98DD-F6400F69F465","11","2019-09-15 17:15:46","9","9","48","1"
"2427171","670158CC-E393-48F5-8EF2-EA1C4AE8389B","10","2019-09-15 18:49:25","7","12","75","1"
"2428176","746B0F7C-C799-47A5-AFD1-16F265DED953","9","2019-09-15 22:07:43","8","10","27","1"
"2428203","BD3277D2-A0AE-43E9-B801-9D9C0564B583","11","2019-09-15 22:20:30","27","33","75","1"
"2428210","746B0F7C-C799-47A5-AFD1-16F265DED953","9","2019-09-15 22:25:43","10","10","27","1"
"2428228","746B0F7C-C799-47A5-AFD1-16F265DED953","9","2019-09-15 22:35:31","12","14","48","1"
"2428256","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-15 22:57:52","12","19","11","1"
"2428273","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-15 23:09:48","12","19","11","1"
"2428284","306A9589-15C9-4267-AA24-D5CB6A6DD409","10","2019-09-15 23:18:43","15","33","61","1"
"2428285","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-15 23:18:53","13","28","4","1"
"2428307","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-15 23:47:09","0","10","48","1"
"2428819","CAA03C68-3D73-4A91-9E2B-3727AC3BA99A","11","2019-09-16 12:46:42","1","33","32","1"
"2428881","CAA03C68-3D73-4A91-9E2B-3727AC3BA99A","11","2019-09-16 13:08:12","1","33","32","1"
"2429026","D2ED923D-9BD4-4CB6-A424-E27686BA0662","11","2019-09-16 14:25:42","20","33","32","1"
"2429033","F9BF0247-9704-47A3-B0DA-2668BE20C50A","10","2019-09-16 14:25:58","19","33","32","1"
"2429039","97BD3E97-6E5B-4634-8AE6-C7A67624C061","11","2019-09-16 14:26:16","22","33","32","1"
"2429095","AB5477CE-AF2F-4625-AD29-4041D4451F87","11","2019-09-16 14:50:17","15","35","27","1"
"2430917","01E86358-55D7-46C7-AC84-A57C43009D00","10","2019-09-17 00:22:07","4","19","11","1"
"2431162","306A9589-15C9-4267-AA24-D5CB6A6DD409","10","2019-09-17 09:30:29","4","10","48","1"
"2431164","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-17 09:31:11","5","10","48","1"
"2431877","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-17 15:10:09","3","10","48","1"
"2431980","9E6EEB5B-A69F-4E9F-81D2-7F4F7BAD7316","10","2019-09-17 16:07:16","17","18","48","1"
"2432075","9E6EEB5B-A69F-4E9F-81D2-7F4F7BAD7316","10","2019-09-17 16:46:25","0","18","48","1"
"2433708","8E4B139F-9BCA-40FB-AE16-6D2E3314E817","11","2019-09-18 10:31:35","13","21","86","1"
"2433709","306A9589-15C9-4267-AA24-D5CB6A6DD409","10","2019-09-18 10:31:35","11","21","86","1"
"2433947","1A2F4070-1C0E-482B-A529-9C038536CD16","11","2019-09-18 12:48:07","29","29","79","1"
