"Parallel","OOCode","Id","Partition"
"11","9EBA0897-239A-44B7-AB87-1D952D1EF110","0079BFA9-D85B-4EAC-B999-40BF91C65323","1"
"11","33FA96DB-78F2-481E-A200-D4F2CE744266","007EE829-69D8-4D26-A233-40089A7F4714","1"
"11","E426E151-C42A-4301-A967-D96A785FBE95","0086FAD9-F6DA-4D63-BA34-CB1DAC9686F8","1"
"11","9B6BA432-DCE2-4ECF-9A86-2B9350634A17","008C6080-376C-4B7D-BC4C-256D01A77FC7","1"
"11","67B68F28-1498-455E-9B56-28CA5ACEA849","009133FE-BD05-4E4C-A33E-5F3DAF5EB2B3","1"
"11","5F03B0D1-51A9-40C8-BE6D-EF6BCD7CF2A0","0091675D-3EEC-4227-AFEF-EA31B73E9CF9","1"
"11","97510085-17C8-4CE4-B6FF-5BA0C6D64E80","009546E7-D14C-4803-B0E2-B20F7AA290FB","1"
"11","C5C7D8E6-340B-4386-90D8-954C6E4B8550","00AA0CB8-3E9E-46CC-8C68-146173B4DE4B","1"
"11","BF368218-7059-49FA-88EF-65772483D6FE","00AEAAB4-6E3C-4B3B-BBC9-501437EA0B82","1"
"11","521C93FE-6327-4536-9381-22A92AFDA797","00B8FE4B-991F-48FC-870A-11131A411AEC","1"
"11","BFC27424-5AAD-465E-B169-A2474EBEE0C0","00BC2861-D8E3-4CF0-ACB5-F012C7263E0F","1"
"11","A9829A00-EBCD-4E6E-AE87-F4E77361E3D2","00C02FA0-7C81-4466-90D4-4A1910573BB0","1"
"11","9B6BA432-DCE2-4ECF-9A86-2B9350634A17","00C3A5B9-FDEE-4CB8-A75D-AA6B06EBB7FF","1"
"11","546A7609-9982-454F-9D49-2439BF8B2B9D","00CA9E56-35CB-4E26-B9E8-20A84D3EEB0C","1"
"11","3EDC4591-CB1D-451D-BB56-C5A29B4D4187","00D1E369-3E36-47C0-8296-E3B1EE07265C","1"
"11","2768B3C0-8171-4B08-A4A6-DCF394A21B56","00D3687C-D4E6-4538-A401-9CFC9269552A","1"
"11","093937A9-39A3-4C66-8AD4-B8B779BFBB6C","00D6A351-6371-4F1C-AF14-42D819FACDC8","1"
"11","BF368218-7059-49FA-88EF-65772483D6FE","00DAB3CC-27DC-4B85-85A8-62B79C7B5E8A","1"
"11","F0CB40C1-AFCC-4E0A-9A46-ABB23C687604","00DBAA8F-262E-4F45-930A-33FFFD454655","1"
"11","43BCDD12-7DB8-4E97-A9F4-6EB029259F3E","00E1F152-4051-4E55-86FC-FB79D3BDD98E","1"
"11","5CA4AB84-7149-444B-AB25-FA45DD4FDCF2","00EA46DF-76B0-4268-9AAA-D5F8380D2094","1"
"11","DD91D136-D252-467F-B861-CBB5FEF325D9","00EA963B-16B3-4C1C-896A-85E83615ABF6","1"
"11","25AC90F3-43D8-4936-B348-D05E554460D1","00EC91EF-01BF-475A-808D-24D58C21B4F9","1"
"11","95EA4900-DE70-4F9E-9008-21BD8A35B1DB","00F4019D-E589-4D9D-B655-DA5F685297BA","1"
"11","F0CB40C1-AFCC-4E0A-9A46-ABB23C687604","00F7DB62-F6F1-4FE6-856A-99B02D3EF78F","1"
"11","A9829A00-EBCD-4E6E-AE87-F4E77361E3D2","00FA2883-A42F-487B-9FEB-068C432F7BC8","1"
"11","7C590B3C-A03D-49C8-ABF1-CEB08E1E81BD","00FB741B-0F21-423D-9A9F-BF326F5DD0BC","1"
"11","5410DC8B-C742-4397-992C-0E350DC92188","00FCD44D-B616-4247-A1B0-75D08E9FDEAC","1"
"11","D3DA49BA-0B43-422A-B2A0-F7339A9CC898","0100D627-BAE3-4572-BCB7-FF88BC511A90","1"
"11","5B99E6D1-1080-4212-AE61-4FB1ECCE41F6","010C4CDE-6F31-41ED-920F-68F3917B753D","1"
"11","5770BABD-DCCD-458D-95C9-3EC8AB64D743","0111022F-EEF1-4889-99E4-7DC181E3FEF6","1"
"11","CEA76A70-1575-45BE-8B12-8330CFBE6E16","01267B1E-9FE0-4E1C-A265-E9855E06DC40","1"
"11","E5135A70-5A9F-460E-9C3E-A992794D566A","01274C7A-D0DD-4E10-BC00-4A21A3B19994","1"
"11","6A95693B-ED82-4D55-8CD5-D8AABF61065B","012D1BB7-CB0A-4AEC-AF74-BD11A005FF40","1"
"11","E72A7FAA-B610-45BB-8DE1-08068AF699C4","012DBE6D-2935-4442-ADB7-E0ADCBB52A95","1"
"11","52529463-6B30-4231-9C7A-02FFD71F6D7E","013398C6-B8CF-40CC-B711-A0C6D53631EE","1"
"11","412CF34B-847C-471A-BA7C-F48365DA38DB","0134A72D-D705-4F3D-8B97-AC5C111FEC77","1"
"11","CB8D500F-C95D-41EC-A9E9-0C18E1A33F96","013A4395-F98E-4A74-9785-4D1257A7CEEE","1"
"11","151C807B-DFB7-4719-8537-186CAC9A0927","013B211E-E7C2-4911-B53A-7635A9AF409C","1"
"11","07A8BF9A-BE33-469E-B673-C4E13BD47E52","013CF9A9-4659-49C2-8F43-CEAE0FC6B4BE","1"
"11","FE9B995E-56D1-4B56-BFDC-9101986E15FA","01414572-0FBC-40E6-8D37-7AD45E265E18","1"
"11","82995B33-A937-442A-B4C5-B87BD3A6BC3C","014A0FDB-6A63-417D-B1AF-087525BA9458","1"
"11","5045DC56-C315-4D2C-A565-EA9AF1206CD1","014BE081-0E7B-4800-872A-904C1A8AF338","1"
"11","A94203E5-B0E5-4C68-A018-E9B5D7177B01","014E9CC9-8FD0-4F38-B007-8321FC204C24","1"
"11","89B03687-4C32-416A-9FA9-F0B651ED6659","01580FB2-F01D-4514-A646-7167149A5EE7","1"
"11","AF944218-ED66-4EA3-B5AF-97743A7F020F","015882B2-19B8-4899-9FED-C8329A0594B0","1"
"11","BE4B7C63-8684-4B64-9A36-C3EB219DAE3C","015E9708-951F-4AFB-8FA2-83C50E7AF156","1"
"11","220D7DEF-D8C5-4A9A-BA36-EDA11A605063","0161EBEB-0D85-45EB-9E4D-9C57EDD1AB92","1"
"11","56FC2D55-2EC5-4646-9BEA-E6E598069D5B","0163E66A-786C-4594-BD01-98AFECD08052","1"
"11","5CA4AB84-7149-444B-AB25-FA45DD4FDCF2","016411EB-638A-487D-9F2D-8269D0C19D52","1"
"11","31458A6F-F9FB-4DF6-B785-2F64ED07FD59","016C62FF-B776-4D07-9300-8CC9C53BAC3B","1"
"11","F081A5E3-398F-4C92-98D7-82BBB536FE31","016C8062-E15F-4670-B742-F440928E070A","1"
"11","CCCF6551-C838-454D-99CC-6206A2E0F201","016D7FBA-D145-4F0C-B1DB-9D843BE0B14B","1"
"11","D05E1520-FE26-4965-8565-B97C34F1139D","01748708-3287-4B14-81B6-0B5543E4DA6B","1"
"11","78F544EA-E193-42B2-9B99-CB1E313D5EEF","01918DBD-2556-498E-AA61-5166E72A361F","1"
"11","C81AFC37-797D-495F-8158-95E3874CD927","01986CC4-60EA-4DE5-AD63-F4968B822D6D","1"
"11","F081A5E3-398F-4C92-98D7-82BBB536FE31","01A01817-2090-4853-9589-374C18FE6A5C","1"
"11","44AB97BA-6802-455E-B782-8E82AB369719","01ACE439-8814-48E5-B0DA-B99E9FAF7551","1"
"11","A35EF8D1-0E75-4421-9B6E-26DF8FFDA8B4","01B10A98-4FF0-4698-B71D-4FCBC10D6686","1"
"11","9B6BA432-DCE2-4ECF-9A86-2B9350634A17","01B30FBC-032C-4E16-85A9-812B7039279D","1"
"11","819EA297-1230-493A-AA0C-DB7EE9163B93","01C3DEEB-0917-4BF3-A0F5-99DD573E5EE3","1"
"11","26F06AD0-DF55-4F2F-9094-D1D43C26779D","01C52AF9-C1B3-465E-8C8F-B0449717979F","1"
"11","57BAA197-A92D-4A7A-A6C0-0AD1B8EC715A","01C6CDF6-5FBD-4C3C-959C-CE4518A4F231","1"
"11","01579317-C00F-44A6-B7FB-9ABF1AB30EA4","01D4DB3A-8055-42F3-BB2D-7AC3562476C2","1"
"11","3DEA7D92-9590-4148-9E6A-E44FA6D8E547","01D63287-C679-4925-8DE4-AF9961575F9C","1"
"11","9A42EC70-0163-4FA2-8E6B-CD5C37785FFE","01D6C515-A7D6-45E7-813D-BEFE4DBB72C7","1"
"11","99C7AC53-838D-45AB-85ED-42BDD2F865CB","01D9472C-AF4B-4604-A80A-CA0896499500","1"
"11","A9753061-6563-4475-A727-DB15BB988349","01E2DBC4-9247-4BD7-A345-193256424D28","1"
"11","470B5844-CFA6-417B-93E8-F576C7A2A9AA","01E47115-7297-44DE-ADDF-BCBB4094DF52","1"
"11","3116D910-0573-4C9F-B891-57C116A75A26","01E74EE0-6B07-4DA1-B723-9F770D5D01F3","1"
"11","0F2BC95A-E198-4DE3-99C1-96FE555D44B0","01E86358-55D7-46C7-AC84-A57C43009D00","1"
"11","F5C32DBD-237B-43C6-9387-41733B378B18","01ED205A-005F-46F4-B01D-D3744816D6A8","1"
"11","D9152E16-A560-484D-A333-86AAFA22DB3F","01F1D935-F08A-416B-A954-7B283B388E48","1"
"11","45E875CE-A492-4B9B-8AD3-08D98A537815","02046BF5-0C66-4017-8979-141180508697","1"
"11","78827AC9-EB01-4A2F-83D9-FE55C2B8D573","02052441-00B7-47DB-89A7-FCBE2A6E3657","1"
"11","04CE1E45-A3A7-4B23-BA95-B491CA155D43","02072849-6482-4ED4-8151-8B37CA45EAFE","1"
"11","6377B85C-6BFB-453D-915B-A26602B49155","020EF32E-8B01-4F7F-AE84-A3D4FCFDFE97","1"
"11","CCB13BD9-7C09-4829-8457-723F263037B3","021408AF-6EC0-49EC-968E-73B3E1E48645","1"
"11","01C4C5D5-CDA5-4FB9-B368-E975FC9FCA4B","021B769C-8703-40BE-8273-49430A55E7A0","1"
"11","5E1C8BC2-6F0F-4A72-A7BE-58182AF5327E","021EFCFE-5591-4E77-B979-15AACEC66650","1"
"11","1FC2F8DB-F540-4374-89F7-2CBF2FD944C1","022C6F48-6387-4BF1-B8CA-D7E17FB1C137","1"
"11","837B52CD-3FB0-4457-8A1C-686A057D0E79","023057F4-A33F-4C20-881A-519C34675BE7","1"
"11","AE503D97-E8EE-4CBB-B982-4B7F61A8F23A","023DAA87-A369-46B8-A811-7A372E6B2EA2","1"
"11","1D5094BF-B2E9-444F-95B7-F16FD11A4D4F","024A5EBD-09ED-47BD-BB5D-BB1AEE20D880","1"
"11","412CF34B-847C-471A-BA7C-F48365DA38DB","024CC890-2F0D-40BA-90E3-77E984CE4EE4","1"
"11","A7C282B4-D6EA-41FB-9AA6-48A43F706FFA","02507967-FBFE-41DB-8EA3-8007088598EC","1"
"11","3FF749EF-3FF0-4156-9B39-B631D070B4F5","0252D9FA-DCA8-4FC8-98B3-5B5F531658D9","1"
"11","823B488E-7EEA-4D80-99C4-CF3A5ACC3200","025FFF18-D1CC-496C-8571-714576679DF1","1"
"11","0AAD0D59-AF53-4848-A5F4-AE354795281B","0267BB14-9645-4755-ACB4-9559715DE167","1"
"11","93745BF5-D921-4D3E-831C-356216D94850","0273614C-7B9B-4222-A5C4-99BFB68EB02F","1"
"11","4F27815A-32D8-4095-907B-955FF5BD3B0D","02770861-B4F3-42A2-94F6-B10B53818BE6","1"
"11","F0CB40C1-AFCC-4E0A-9A46-ABB23C687604","0293962C-87FE-4897-B6E0-9DF1D58CBD44","1"
"11","7D2ED6FB-6F8B-4B2D-B0E2-E956B0581A9C","02993CE2-B91C-4302-BDC7-DEB96DCC50E9","1"
"11","4029091B-F19A-4B0B-9A32-8DE8ACE67E64","02A16BCC-366B-4128-8CA0-AB33C2223DE6","1"
"11","26F06AD0-DF55-4F2F-9094-D1D43C26779D","02A38F79-3598-4CF1-9C10-54B92AE4D238","1"
"11","7BCAA2F9-7D0D-48CF-8EF7-0039B8F71A6A","02AA206E-2882-4F8E-88E0-4414FC2BFC76","1"
"11","470B5844-CFA6-417B-93E8-F576C7A2A9AA","02AAC256-B11A-4EC7-93DF-3FDFEDC41989","1"
"11","55790AA7-16C0-4D9A-9968-17A5E73D1AF5","02ACD1F7-CC51-4B3D-8679-EA3BA1977EE0","1"
"11","521C93FE-6327-4536-9381-22A92AFDA797","02AE224B-BD5D-439E-B77D-9F28DF7FE764","1"
"11","A79A0900-7F4F-467A-8B0C-EC3978765FC7","02BA83C6-86B7-43B5-A29C-C8A0A2B0E13D","1"
"11","AE503D97-E8EE-4CBB-B982-4B7F61A8F23A","02BD1A0D-83BF-448B-B73D-F14059A8385E","1"
"11","39987F06-A3F6-43EB-87F3-34F611932E44","02C113BB-1230-4032-9964-80530E78BC84","1"
"11","E3B2F40B-3B93-4B27-A3F8-5A0DDDA29764","02C47C88-866C-4192-A1F0-C08A3A985F2F","1"
"11","4E47BDE6-9E52-41C0-ADA7-C00984297676","02C5BE96-2A29-48A1-801B-1831A39F37CB","1"
"11","D5E1D7FD-795C-4C32-AD15-8B48C2DF71BA","02D37626-A748-42F4-9A9E-75D705079B5C","1"
"11","E72A7FAA-B610-45BB-8DE1-08068AF699C4","02D4C263-38B7-40F7-9213-AD10083C997C","1"
"11","819EA297-1230-493A-AA0C-DB7EE9163B93","02D97044-156B-4807-8DCE-6E7E09E69FC8","1"
"11","0F2BC95A-E198-4DE3-99C1-96FE555D44B0","02DC2E7B-3EE6-4AF4-BA42-68FBD1FC50A2","1"
"11","06D74F91-3315-4829-9455-50920C44825C","02DDBC85-12DB-44C4-B18F-6AFF4644E164","1"
"11","F3DCFA93-A163-40C3-9A7A-D96DC4D89D69","02E27554-ADE2-4FFD-95EA-BC5BCA91A2A4","1"
"11","97510085-17C8-4CE4-B6FF-5BA0C6D64E80","02EC2360-4360-4B1D-A0AC-88764CE015CB","1"
"11","5F03B0D1-51A9-40C8-BE6D-EF6BCD7CF2A0","02F12386-8F6D-4599-9990-704A4233C707","1"
"11","A94203E5-B0E5-4C68-A018-E9B5D7177B01","02F13E8C-0EDA-4BE7-B32E-65793B947F78","1"
"11","9D8FE8BE-ABC8-47B5-932F-9A9AF6420DC7","02F6C5B2-8C45-42C3-8E8C-FC59A3223F6B","1"
"11","EFCCA166-8510-4454-9D39-9567793F86AD","02F6F8A7-1E00-4A83-AF65-5F497588E8F1","1"
"11","31371549-5DF8-44EB-B7AE-B3F7CACE554B","0306E59D-613A-472A-9CA3-8C147E741AAF","1"
"11","327F98A1-53C5-468D-AC6E-A1689D03C316","030FB120-FBEB-4C25-9728-9E5EC8DEFEA7","1"
"11","78F544EA-E193-42B2-9B99-CB1E313D5EEF","031C5467-FBDA-4F0E-A82E-99C135E95A3D","1"
"11","FCBBBC65-A1D9-4E28-B821-32AFA0B3A1F0","0321A8D6-9C41-4F06-A22C-3F8C2D627303","1"
"11","23F3723D-F534-459F-B5E5-399955208CE2","0321C71C-F8E4-449C-9008-9F600DD192BC","1"
"11","C5C7D8E6-340B-4386-90D8-954C6E4B8550","032A5824-6FDD-4495-B388-0E50E7319199","1"
"11","8D038EB3-D396-477A-9BDA-6FBECA860875","032C3B37-CFF1-4077-9270-36CBDE699FB8","1"
"11","CD9C652A-6717-4535-9D58-9694753B8B01","033DC440-08B7-4C0A-AE2A-672B6B980FA7","1"
"11","F081A5E3-398F-4C92-98D7-82BBB536FE31","0344DED4-15EB-46E6-A7F6-F08EB2104142","1"
"11","78E18F69-63DC-49C2-B4CE-25344FAC566F","034A7FE9-0200-4DA9-8766-1BCF6DB091E6","1"
"11","8119981C-6AAB-48D6-B597-C0FEA93F31FF","034E3CC8-398A-4167-A73C-0BB93E15BE3E","1"
"11","0AAD0D59-AF53-4848-A5F4-AE354795281B","034F42E5-2A31-4D0F-881E-00E9B52FFED9","1"
"11","E3011250-6314-445E-BBC3-D6A6004ACA7B","03502DCD-12F4-4140-9913-32E6A191E382","1"
"11","6D86110D-7A59-46A2-99A3-E2491C4CF813","03513B12-E965-49C1-A1AD-82ED93FE4BEB","1"
"11","BF368218-7059-49FA-88EF-65772483D6FE","03517AEC-8A08-49BB-9D71-29E9623A1156","1"
"11","DCF6C161-4D8D-420F-A9E1-4D2BE3170624","035B0EBD-473E-4B23-8CD7-887A164454AE","1"
"11","E602B118-5B75-40E6-A72D-C169FEAF7245","035F4A3F-14AD-498E-AE56-19519CE5BC96","1"
"11","BE7B2CC6-9A3B-44FF-93E6-FBE10D6209F4","03641998-A62B-4C94-81B8-099EEB480F5D","1"
"11","9EBA0897-239A-44B7-AB87-1D952D1EF110","03746F62-272D-4134-9D5E-CD3C7D0684D7","1"
"11","DA4BA3DB-2E8D-46DC-8FDC-33E86A244E54","0374C292-D6C7-4E4E-BE6C-44247835A5C9","1"
"11","5045DC56-C315-4D2C-A565-EA9AF1206CD1","037618F7-1F52-41D0-B782-862AD374599B","1"
"11","E3699921-59C6-46A9-B21F-84EF6D62B7D7","037677E3-FE24-4C2E-B847-104A4A30B206","1"
"11","BF368218-7059-49FA-88EF-65772483D6FE","03767D67-39A9-4BD2-AF85-F6D839753CA9","1"
"11","1B9DF825-36A4-49B4-9E70-01A883EF20AC","037A4976-8096-4D50-8F18-D49EDD307A7A","1"
"11","F081A5E3-398F-4C92-98D7-82BBB536FE31","037C382A-B145-4CE4-B97C-E865CA25E6F8","1"
"11","2DE9657B-6508-4EE1-A7E6-A3CAEEC717A5","037D53AF-31E2-4CE1-9ACE-D557553C1B79","1"
"11","CF1A14FC-4922-4051-B602-25A1C050DDFE","037D58A3-1719-4483-9FEC-8B0ECA03F97D","1"
"11","4F27815A-32D8-4095-907B-955FF5BD3B0D","038585D6-1A8E-44B9-9FCF-F21848DE6280","1"
"11","6FAF2BB3-9764-49E5-A7DE-26EAD9423337","0393147D-1367-4839-8F2A-E56A3458CD23","1"
"11","3800E4E3-F8A8-41BA-AF38-D047A56B0DA7","03948A85-F769-4AFC-808E-6836FF9731EC","1"
"11","82995B33-A937-442A-B4C5-B87BD3A6BC3C","03A25BA7-4D51-4DC4-87C4-E0AC3AB1B7AB","1"
"11","67B68F28-1498-455E-9B56-28CA5ACEA849","03A4C259-B01B-46CB-A9DB-CFE91ADD53F9","1"
"11","3C50E687-9A42-4183-986E-71099FE9BB46","03AF1A0D-F544-45A4-865E-54F447A3F317","1"
"11","BE0D5C0E-564B-42BC-98B1-83252974574B","03BBCD68-D350-4DCD-AD4F-44EBFCC27121","1"
"11","CD659502-B2BA-4844-98AF-7B1AE48512F2","03BD1CB4-0C76-40C6-8E3D-052B04B66A09","1"
"11","2768B3C0-8171-4B08-A4A6-DCF394A21B56","03C71363-AAB5-4394-9AEE-38D91D3CDE30","1"
"11","54CB513D-122C-4B1E-893E-59232ED4FCAA","03CA4804-1B26-49BE-9191-59E5737B3F99","1"
"11","9B6BA432-DCE2-4ECF-9A86-2B9350634A17","03CA7220-0636-4D1D-9B26-A1D75A72F56C","1"
"11","41EA42D5-DBA8-4BB4-881C-E3DC192B888E","03CC3295-68BC-49CF-8DAF-3307CDA9667A","1"
"11","EA539F81-334C-4D6C-905A-21BBC529BFC3","03D05053-88CF-441E-B6A7-48213C71D01D","1"
"11","A381E80A-EE28-4803-8314-0A666A0077B3","03D66561-A347-4582-803C-93FE0A47945C","1"
"11","0B2A6C62-9000-4D4F-99E1-300214B22D3C","03D8510C-B2BD-4133-9C5F-022A122B2602","1"
"11","ED72D325-1389-41EB-A09B-D5F7D89B731E","03DB36DF-4370-42ED-BB55-22A41F4BAF29","1"
"11","C81AFC37-797D-495F-8158-95E3874CD927","03E32362-D615-4377-96A6-B49EDB0FF3BD","1"
"11","31371549-5DF8-44EB-B7AE-B3F7CACE554B","03F7BB6E-B5F1-41ED-8FA4-F627093CE258","1"
"11","DA4BA3DB-2E8D-46DC-8FDC-33E86A244E54","03F8F1AD-72A2-42B7-B31E-90C279F81C63","1"
"11","3F4EA736-7371-4450-B785-15EAC8C290B9","04044E25-A73D-4478-B014-C9CDEA7E080F","1"
"11","82995B33-A937-442A-B4C5-B87BD3A6BC3C","041AFF09-9352-4346-B6CE-B3B9192F15CA","1"
"11","BACCB1F0-5B94-4F4B-BD5C-024DDB500B7B","041BCCC7-E925-4DE7-8B72-7018568F233F","1"
"11","E660B7DA-329F-4D7F-B61C-0F942A4BA9B4","041E68A1-88CF-4CC7-A074-BB734D803B9D","1"
"11","A4B23BD2-6009-4C67-95C7-0C364087CE2B","041F71D2-A046-42A2-8C35-0628CCDB0921","1"
"11","A6349204-C65F-4844-B46A-C7BC926F305F","0420BB0D-DE86-4B57-ABC0-14F3A9ACDD14","1"
"11","CB8D500F-C95D-41EC-A9E9-0C18E1A33F96","042306D5-C198-45DA-893C-421141404254","1"
"11","A7C282B4-D6EA-41FB-9AA6-48A43F706FFA","0425C1BF-813E-4314-AFDA-0F52BF249278","1"
"11","AF09C7F1-DB98-4B94-A0B4-55DEE9432FC5","042B5C82-2E48-4671-AC77-6AA320D28E1B","1"
"11","A530B83E-45B9-4914-A42F-736078BECA70","042D049C-398E-4E72-A59A-481733087789","1"
"11","9DC694FA-5488-4240-ABC5-12E79D8CB8FE","0434EA12-11E3-411B-A8A7-F6980CCA8AA0","1"
"11","48B932F7-8C30-47F2-BCD2-52B1D9FFDC68","04366C37-37F6-43B1-A527-2D711A97712D","1"
"11","F081A5E3-398F-4C92-98D7-82BBB536FE31","0443E91C-D7D9-4F1C-B53F-4618FE51F2CE","1"
"11","D3DA49BA-0B43-422A-B2A0-F7339A9CC898","04487A3A-E5A5-41B2-BE0B-38DA6D3D04E7","1"
"11","CD659502-B2BA-4844-98AF-7B1AE48512F2","044905BB-D9F7-4D1A-B4F0-09D44D91A52D","1"
"11","01579317-C00F-44A6-B7FB-9ABF1AB30EA4","044B2C82-7DCD-4AC3-9AA8-6EBA1AC19C41","1"
"11","4E47BDE6-9E52-41C0-ADA7-C00984297676","044C60FF-589F-4DCB-BF5B-E600B600943C","1"
"11","ED72D325-1389-41EB-A09B-D5F7D89B731E","044E22CA-3080-4D53-94F7-805CA3287986","1"
"11","093937A9-39A3-4C66-8AD4-B8B779BFBB6C","04512F7D-69CD-4725-AB0D-72F4F5F58CA0","1"
"11","6A95693B-ED82-4D55-8CD5-D8AABF61065B","0455944B-010F-4DBB-800F-44D40249EF00","1"
"11","1B3FF2DC-4A07-44CD-9025-AFC7BC23FCCC","0457F1E8-6F6F-4BA4-A9CC-0B3F092BEAA4","1"
"11","05B5907F-19C5-4907-A785-AEACA591C132","04580F40-B6E2-4FC1-85A1-A6D8C626BEBB","1"
"11","D9152E16-A560-484D-A333-86AAFA22DB3F","045E2A1B-4F0D-4A3B-BC50-099D6E7A6201","1"
"11","C2000AF2-5663-4380-9EF0-6F276DF94B80","045E98C0-1F62-4FF5-A173-01260E6EBF74","1"
"11","E3011250-6314-445E-BBC3-D6A6004ACA7B","045EF1FD-51E0-487E-8627-F564F9C4EEE0","1"
"11","088381B5-598E-4E5E-A5B4-F72449D95DD7","0466A57B-37DF-4719-BF13-74382EB7596E","1"
"11","0F2BC95A-E198-4DE3-99C1-96FE555D44B0","046DC12D-8B7E-4CC0-86AD-F84167C58B7C","1"
"11","DC94886F-128F-4CFB-86F6-780EBE71426B","0473C0A3-944A-424B-958F-341181BC1E8E","1"
"11","AE3FDFB1-27D0-4829-ADCB-7E9FB5A3507D","0479E34D-47DD-4F7D-BA08-7EDB838F6CBD","1"
"11","A530B83E-45B9-4914-A42F-736078BECA70","047CE94C-ECDE-4F22-8A14-DE83F4EBB532","1"
"11","DCF6C161-4D8D-420F-A9E1-4D2BE3170624","047D95C5-2E02-4702-8ED8-59F57B31EC1F","1"
"11","639A64A6-3E15-421E-9140-39221BB1A5D5","047FBEE1-C7DB-424B-BCB7-5C3C8138BE53","1"
"11","FFAF0210-AC4A-4436-9000-3EF821117309","04832388-905B-4516-9EB9-3EE363D0DC1F","1"
"11","DF4139D5-B286-44DF-A41A-18402AC118E9","04833062-879C-49C2-896F-A2D06BEE0568","1"
"11","FC466F6F-F5B1-419A-A4E4-9B3AB75E35F6","0485939B-D70E-4F10-9567-7828D77E0D82","1"
"11","12E3076E-DA7C-4301-BC80-CED7C851FCC6","048853AF-0BB9-4C8C-A226-3A9DE6418717","1"
"11","1904FE97-8720-47EA-A29F-A6DA3D300F44","048AB5E7-DBB5-4B32-8631-FC619E53F90C","1"
"11","21EE8BDB-E750-450A-B8E3-5FCB85E3B1CE","048B145D-93FF-43BA-98BD-19917C465A11","1"
"11","435BE3CD-ACFA-4243-8AE8-AC043C813130","0492D431-70F6-491D-8E9B-FCA53FD38B9E","1"
"11","97510085-17C8-4CE4-B6FF-5BA0C6D64E80","04A00B35-7561-4BEB-AB1B-8C6888FF23DE","1"
"11","3B6CC363-A871-4902-AB6B-7E523A34AD2E","04B399FF-D631-43C1-A8A1-E6764A67599F","1"
"11","A6349204-C65F-4844-B46A-C7BC926F305F","04B5F67F-1ED1-4E55-86F5-A279D438C7CE","1"
"11","E3699921-59C6-46A9-B21F-84EF6D62B7D7","04B8A82A-0D6D-4F2F-97E3-484B051A560C","1"
"11","C258B4BF-EE33-4DB7-9E81-FBAD260C2ADA","04C90BB3-5DAD-4B3C-A925-343774F73AFA","1"
"11","27054E4C-C51D-4FCA-A9CE-3EE59536F781","04E2489A-B7E0-42DA-A454-EB0386F9F2E8","1"
"11","639A64A6-3E15-421E-9140-39221BB1A5D5","04EA0E30-87B3-4D90-8CD6-BFA2A303246C","1"
"11","B6966594-8683-429E-8038-4AE5C51D5E68","04F48A89-FBFB-4A3E-B471-B286D6024E71","1"
"11","B08A2E9F-81A8-4B7A-9CBB-D2271F320356","0502DB81-FE13-40EE-BF65-0FA7537D3C23","1"
