"ResultId","Source","ParticipantId","StudentParallel","TestDate","Mark","MaxMark","SubjectId","Partition"
"240327","0","2ED862CE-C4B4-448F-B6CB-CC14570BC052","11","2020-03-26 14:18:14","4","26","4","1"
"240340","0","EBCE13AE-7518-4FE2-9E31-A49F9FBCA036","11","2020-03-26 15:15:10","21","25","75","1"
"240375","0","EBCE13AE-7518-4FE2-9E31-A49F9FBCA036","11","2020-03-26 16:15:59","27","40","61","1"
"240383","0","8C6A7DFE-4FC5-4529-BBAE-866CA92C662B","11","2020-03-26 16:26:14","13","14","48","1"
"240410","0","FD2EFC97-95AA-4650-8263-32F20E70C770","11","2020-03-26 18:30:02","14","25","75","1"
"240422","0","865FBF3A-E947-4A6A-9688-FFE5D46B2617","11","2020-03-26 18:30:15","8","16","27","1"
"240428","0","EBCE13AE-7518-4FE2-9E31-A49F9FBCA036","11","2020-03-26 18:34:16","27","27","9","1"
"240431","0","9D027A7F-14C3-43EF-B197-F682C0A4F40F","11","2020-03-26 18:35:53","16","25","75","1"
"240436","0","D8137880-57E0-4D7D-9020-E31B9020936D","11","2020-03-26 18:39:21","26","31","86","1"
"240439","0","8BFF3FC8-B66E-47BA-8964-9211C5C3B152","11","2020-03-26 18:42:06","9","25","75","1"
"240480","0","88CD1968-9623-42A2-97FD-9EEFE46AA300","11","2020-03-27 09:53:13","16","25","75","1"
"240491","0","ABDDDC51-0F75-49AD-A5DE-75264120CA63","11","2020-03-27 11:00:07","19","25","75","1"
"240506","0","BF0608DF-07D3-49FD-B955-547CBF0D9481","11","2020-03-27 11:08:06","18","25","75","1"
"240511","0","2F4FD429-EB9F-4284-96B1-32ED1458BE0B","11","2020-03-27 11:19:58","16","25","75","1"
"240514","0","7063FA7F-FB64-4083-949B-8CBF243F092D","11","2020-03-27 11:26:40","20","40","61","1"
"240550","0","D47AFB0E-BBB3-4FD6-A3E1-8BFCB673790D","11","2020-03-27 12:36:22","11","17","27","1"
"240561","0","2970CA7F-7D4F-4C81-9942-BD19BE6B51B3","11","2020-03-27 12:48:55","18","30","77","1"
"240570","0","FD2EFC97-95AA-4650-8263-32F20E70C770","11","2020-03-27 13:45:15","16","25","75","1"
"240577","0","B3C9B87D-3000-44B7-8DC3-A30D8CE90DDE","11","2020-03-27 13:47:00","19","25","75","1"
"240588","0","0A93FCE0-DAE2-4043-8E76-B34B5019ACB8","11","2020-03-27 13:53:18","20","40","61","1"
"240592","0","8D3A8621-932C-4D20-A720-C7DA202865B0","11","2020-03-27 13:55:50","17","30","77","1"
"240615","0","897F8DE2-A77C-4800-B659-09EFE2726A29","11","2020-03-27 15:30:03","21","25","75","1"
"240618","0","6B9ED942-AB21-4B63-9101-C6B5CFFB0D51","11","2020-03-27 15:30:04","29","31","86","1"
"240622","0","F5429E4A-5609-4991-8C20-30AA08376D8B","11","2020-03-27 15:30:33","13","14","48","1"
"240631","0","72776217-979E-4E32-91D5-DEE8575C587D","11","2020-03-27 15:33:06","29","31","86","1"
"240632","0","9D027A7F-14C3-43EF-B197-F682C0A4F40F","11","2020-03-27 15:33:50","26","40","61","1"
"240636","0","8680B863-3C62-481F-8C9B-93DC6ED22961","11","2020-03-27 15:36:49","14","17","27","1"
"240638","0","89E1B511-5C56-4A4A-B10C-5DE163082AB0","11","2020-03-27 15:40:18","11","27","9","1"
"240647","0","7402FAD2-E9AF-47E4-8155-5F528B14CDFA","11","2020-03-27 16:45:02","26","31","86","1"
"240654","0","CD49D315-A405-4CA1-B374-F3F3FFA31C07","11","2020-03-27 16:46:33","18","25","75","1"
"240664","0","F9D7DF1B-8AE1-4F91-9AAC-0FB195EF5D49","11","2020-03-27 16:55:51","21","31","86","1"
"240693","0","8C7DC164-CCEA-4C29-B125-F1024A0ED6DE","11","2020-03-27 18:04:36","10","14","48","1"
"240697","0","8BFF3FC8-B66E-47BA-8964-9211C5C3B152","11","2020-03-27 18:05:48","15","27","9","1"
"240706","0","32F6B84F-BCD3-4E8A-8C49-21CF124CCBB6","11","2020-03-27 18:11:47","22","31","86","1"
"240715","0","708AFCF7-CD3F-4B63-9246-C2831E43CBF5","11","2020-03-28 10:00:02","5","14","48","1"
"240728","0","F97D31DC-4149-438E-AD5C-88B229217FAF","11","2020-03-28 10:07:28","17","31","86","1"
"240740","0","3724D156-5E7F-49DE-8DA3-85600CFA84FA","11","2020-03-28 11:15:01","27","40","61","1"
"240752","0","D377E22F-A0EB-4429-95E3-AFDE93AF8729","11","2020-03-28 11:18:39","8","25","75","1"
"240762","0","65D0CA57-AFE8-4F23-AD3E-9EB9437BE119","11","2020-03-28 11:25:17","13","14","48","1"
"240763","0","8C6A7DFE-4FC5-4529-BBAE-866CA92C662B","11","2020-03-28 11:26:09","23","25","77","1"
"240782","0","F9D7DF1B-8AE1-4F91-9AAC-0FB195EF5D49","11","2020-03-28 12:35:37","21","27","9","1"
"240787","0","6781A43B-0FF9-474C-8E34-397DC5C2A252","11","2020-03-28 12:36:50","11","14","48","1"
"240791","0","8C6A7DFE-4FC5-4529-BBAE-866CA92C662B","11","2020-03-28 12:50:09","23","25","75","1"
"240795","0","6B9ED942-AB21-4B63-9101-C6B5CFFB0D51","11","2020-03-28 13:45:03","20","27","9","1"
"240800","0","FD2EFC97-95AA-4650-8263-32F20E70C770","11","2020-03-28 13:45:05","20","25","75","1"
"240809","0","DDB8202E-CB41-4C0C-919B-2C64E8D5AFCD","11","2020-03-28 13:48:40","8","14","48","1"
"240827","0","CD49D315-A405-4CA1-B374-F3F3FFA31C07","11","2020-03-28 15:00:03","18","27","9","1"
"240837","0","F5429E4A-5609-4991-8C20-30AA08376D8B","11","2020-03-28 15:02:18","19","25","75","1"
"240844","0","9FBB3389-3A5F-4639-81C5-0D09FA38B6DD","11","2020-03-28 15:08:42","21","30","44","1"
"240848","0","8C6A7DFE-4FC5-4529-BBAE-866CA92C662B","11","2020-03-28 15:12:57","14","14","48","1"
"240880","0","FE3FA7DB-8842-41EC-9EB3-4DF8FEF3E5B5","11","2020-03-30 10:23:36","0","15","77","1"
"240955","0","F7E0E129-115F-444C-BED1-7B6D59431C7D","11","2020-03-30 12:48:05","12","22","44","1"
"240988","0","8680B863-3C62-481F-8C9B-93DC6ED22961","11","2020-03-30 14:53:04","17","25","75","1"
"240995","0","DFCBA91A-0BE5-4EB9-899E-D0166882F392","11","2020-03-30 14:59:54","25","53","31","1"
"241012","0","65D0CA57-AFE8-4F23-AD3E-9EB9437BE119","11","2020-03-30 15:47:32","20","25","77","1"
"241019","0","D400B8C9-168F-4324-BC6C-9398CF6AE9DF","11","2020-03-30 15:53:21","17","25","75","1"
"241033","0","6B9ED942-AB21-4B63-9101-C6B5CFFB0D51","11","2020-03-30 18:15:02","23","25","75","1"
"241034","0","FD2EFC97-95AA-4650-8263-32F20E70C770","11","2020-03-30 18:15:03","12","31","86","1"
"241037","0","20FA53A8-7486-414E-9639-6F76ED45B9AA","11","2020-03-30 18:15:27","18","25","77","1"
"241041","0","C9D291D8-F8C2-4346-B38D-7A06A38B7904","11","2020-03-30 18:19:03","10","25","75","1"
"241051","0","04512F7D-69CD-4725-AB0D-72F4F5F58CA0","11","2020-03-30 18:24:16","17","25","75","1"
"241056","0","8BFF3FC8-B66E-47BA-8964-9211C5C3B152","11","2020-03-30 18:28:58","13","25","75","1"
"241078","0","75E2D674-79A6-45D2-8EE8-FDC601F705A5","11","2020-03-31 09:30:01","14","30","77","1"
"241088","0","8C7DC164-CCEA-4C29-B125-F1024A0ED6DE","11","2020-03-31 09:31:46","24","40","61","1"
"241090","0","EB4DB22F-26AD-4BFC-82C6-18715FB5AFE4","11","2020-03-31 09:33:24","27","27","9","1"
"241091","0","F9D7DF1B-8AE1-4F91-9AAC-0FB195EF5D49","11","2020-03-31 09:34:27","21","25","75","1"
"241098","0","B4BE3A08-EF70-48BD-8810-136BAD7EFDF7","11","2020-03-31 09:37:21","12","14","48","1"
"241129","0","DAD9D333-4179-4C30-A145-D7FEDB5AC541","11","2020-03-31 11:00:59","22","31","86","1"
"241170","0","2B549C27-831A-4B24-941E-EBBF2116295B","11","2020-03-31 12:34:44","12","17","27","1"
"241176","0","B4816FC2-CAF4-47EE-8AC7-73E32767E771","11","2020-03-31 12:39:41","20","27","9","1"
"241188","0","CD49D315-A405-4CA1-B374-F3F3FFA31C07","11","2020-03-31 13:45:03","20","31","86","1"
"241229","0","75E2D674-79A6-45D2-8EE8-FDC601F705A5","11","2020-03-31 15:00:03","13","14","48","1"
"241230","0","CD49D315-A405-4CA1-B374-F3F3FFA31C07","11","2020-03-31 15:00:04","8","14","48","1"
"241231","0","20FA53A8-7486-414E-9639-6F76ED45B9AA","11","2020-03-31 15:00:04","16","17","27","1"
"241240","0","33569004-ACAA-4924-BF0C-C41D3DC5DAAF","11","2020-03-31 15:03:22","20","40","61","1"
"241244","0","801B80D1-1531-46FB-B258-0251B6671C3A","11","2020-03-31 15:05:18","24","40","61","1"
"241245","0","B4BE3A08-EF70-48BD-8810-136BAD7EFDF7","11","2020-03-31 15:05:20","22","27","9","1"
"241250","0","4D3DE6F5-C84F-4BFE-8239-0993D3CAECE1","11","2020-03-31 15:09:38","22","40","61","1"
"241258","0","8663F30F-EFA8-4E32-915E-921C5BCC26AC","11","2020-03-31 15:30:35","12","14","48","1"
"241260","0","944B386B-AEF2-4EA4-A3EB-6AFA7208B25D","11","2020-03-31 15:39:31","9","14","48","1"
"241265","0","BF0608DF-07D3-49FD-B955-547CBF0D9481","11","2020-03-31 16:00:02","12","25","77","1"
"241275","0","63BDA29F-FAB5-4CB5-9401-FD9DD49077AC","11","2020-03-31 16:01:36","12","17","27","1"
"241287","0","2F4FD429-EB9F-4284-96B1-32ED1458BE0B","11","2020-03-31 16:13:20","7","40","61","1"
"241288","0","ABDDDC51-0F75-49AD-A5DE-75264120CA63","11","2020-03-31 16:15:40","28","40","61","1"
"241299","0","B3C9B87D-3000-44B7-8DC3-A30D8CE90DDE","11","2020-03-31 17:15:01","12","14","48","1"
"241328","0","2CCC5CFD-AC6F-4C37-8C60-89444CF07CE2","11","2020-03-31 17:29:29","13","17","27","1"
"241340","0","F147EA6D-1C8A-41C8-A2C1-C0850BD5EB17","11","2020-04-01 09:02:32","23","40","61","1"
"241344","0","7FFEA404-05E5-4E4B-8650-CA827BED6ACF","11","2020-04-01 09:06:16","15","22","4","1"
"241366","0","61ACA05D-5B90-46B0-98CC-7FC5F77360BA","11","2020-04-01 10:15:05","12","14","48","1"
"241372","0","BCE90A8C-D833-4CF3-9B6B-0D83BFC44BD5","11","2020-04-01 10:18:52","20","25","75","1"
"241373","0","FE3FA7DB-8842-41EC-9EB3-4DF8FEF3E5B5","11","2020-04-01 10:20:24","11","19","75","1"
"241424","0","D400B8C9-168F-4324-BC6C-9398CF6AE9DF","11","2020-04-01 11:32:44","12","14","48","1"
"241430","0","50294851-1DE5-421E-999C-5CA192D74E36","11","2020-04-01 11:35:31","25","40","61","1"
"241436","0","D81CA696-4858-448C-8E11-FF606CE35A78","11","2020-04-01 11:37:54","26","40","61","1"
"241441","0","D377E22F-A0EB-4429-95E3-AFDE93AF8729","11","2020-04-01 11:39:40","8","14","48","1"
"241455","0","A0BE84B7-4648-4A6D-B1E9-CFD01791EC2C","11","2020-04-01 11:52:06","23","40","61","1"
"241506","0","D8137880-57E0-4D7D-9020-E31B9020936D","11","2020-04-01 12:45:03","24","27","9","1"
"241512","0","77F108A1-99B0-416B-BAA2-AA4A2AD85D6A","11","2020-04-01 12:46:40","8","14","48","1"
"241515","0","FE3FA7DB-8842-41EC-9EB3-4DF8FEF3E5B5","11","2020-04-01 12:51:59","13","17","12","1"
"241521","0","DDFE1EF7-C9A4-4F88-9644-8AC02DBAA984","11","2020-04-01 12:54:11","14","25","75","1"
"241538","0","976EA543-F554-432E-A7B5-8C1655FBEF6C","11","2020-04-01 14:02:20","8","58","75","1"
"241540","0","102D552B-AED6-4321-A87D-C21C5C1B3826","11","2020-04-01 14:10:00","17","58","75","1"
"241542","0","DB058DE2-65AE-4DB4-9ACE-D17B01300B77","11","2020-04-01 14:12:16","18","58","75","1"
"241543","0","C7D15138-A28F-4B11-AE2D-E8F20723A5C1","11","2020-04-01 14:13:31","22","58","75","1"
"241544","0","C1AB5A54-CC69-4CA7-BC86-370E6E792FE4","11","2020-04-01 14:18:54","13","58","75","1"
"241576","0","F9C4BFA9-C382-4286-B7DC-F78712363ED7","11","2020-04-01 15:37:08","0","14","48","1"
"241581","0","95767ABB-47E1-4101-8D55-5E6A2ED7E9FA","11","2020-04-01 15:45:02","14","17","27","1"
"241597","0","5416D8BC-66A2-4E4B-A279-5AB0B562FED4","11","2020-04-01 15:56:38","14","14","48","1"
"241598","0","8C6A7DFE-4FC5-4529-BBAE-866CA92C662B","11","2020-04-01 16:00:46","19","22","4","1"
"241606","0","82AFA185-FC19-488B-B002-13EF6B07F382","11","2020-04-01 17:00:02","6","17","27","1"
"241609","0","865FBF3A-E947-4A6A-9688-FFE5D46B2617","11","2020-04-01 17:00:03","15","17","27","1"
"241621","0","8BFF3FC8-B66E-47BA-8964-9211C5C3B152","11","2020-04-01 17:05:13","8","14","48","1"
"241625","0","8C6A7DFE-4FC5-4529-BBAE-866CA92C662B","11","2020-04-01 17:09:30","20","25","77","1"
"241633","0","D8137880-57E0-4D7D-9020-E31B9020936D","11","2020-04-01 18:01:34","14","25","75","1"
"241695","0","B48B7CED-F2DB-4AFC-9CDB-69904F66BBE8","11","2020-04-02 09:09:24","22","58","75","1"
"241706","0","FE3FA7DB-8842-41EC-9EB3-4DF8FEF3E5B5","11","2020-04-02 09:11:13","12","58","75","1"
"241997","0","B34A620E-C5F3-4DC8-AAE8-2FE41E0DEEFD","11","2020-04-02 14:30:03","20","27","9","1"
"242132","0","FD2EFC97-95AA-4650-8263-32F20E70C770","11","2020-04-02 15:48:59","20","31","86","1"
"242143","0","92A649DE-E700-48A6-AE16-FF6E17186C7D","11","2020-04-02 15:53:30","13","14","48","1"
"242175","0","8826F77B-8EBE-473E-AE05-D3C52EEC8DA2","11","2020-04-02 16:14:58","28","40","61","1"
"242318","0","6237B4E9-9948-426F-B4F9-BAA4216F5CC3","11","2020-04-03 09:06:29","22","30","44","1"
"242342","0","DB058DE2-65AE-4DB4-9ACE-D17B01300B77","11","2020-04-03 09:10:52","14","20","48","1"
"242343","0","C7D15138-A28F-4B11-AE2D-E8F20723A5C1","11","2020-04-03 09:11:02","17","20","48","1"
"242353","0","102D552B-AED6-4321-A87D-C21C5C1B3826","11","2020-04-03 09:12:31","9","32","48","1"
"242354","0","976EA543-F554-432E-A7B5-8C1655FBEF6C","11","2020-04-03 09:12:32","8","32","48","1"
"242399","0","84D188C9-A995-46A3-BDC2-63F7F5A594BA","11","2020-04-03 09:53:01","6","32","48","1"
"242403","0","BC55D98A-B98D-44D7-9652-3CB89314F08B","11","2020-04-03 10:15:01","16","17","27","1"
"242420","0","708AFCF7-CD3F-4B63-9246-C2831E43CBF5","11","2020-04-03 10:15:04","8","25","75","1"
"242427","0","639431CD-19A8-4828-8253-11BC4B13D483","11","2020-04-03 10:15:21","17","22","4","1"
"242447","0","228F41F3-37EC-4C2E-A509-1B1A20645D16","11","2020-04-03 10:18:41","18","25","75","1"
"242448","0","9C78221D-C7FF-4FD6-91D8-C00943B26079","11","2020-04-03 10:18:49","18","25","75","1"
"242450","0","61ACA05D-5B90-46B0-98CC-7FC5F77360BA","11","2020-04-03 10:18:54","14","17","27","1"
"242456","0","FE3FA7DB-8842-41EC-9EB3-4DF8FEF3E5B5","11","2020-04-03 10:20:16","22","33","31","1"
"242474","0","9991BFA7-AC50-406C-B532-EA3691F064EC","11","2020-04-03 10:24:06","18","30","77","1"
"242478","0","24561DB4-8B55-46DD-B36C-BBC099E4165E","11","2020-04-03 10:26:31","30","40","61","1"
"242502","0","234BCCCC-82D5-4E1F-9443-7BAE855C1CBC","11","2020-04-03 10:46:38","13","17","27","1"
"242506","0","F6C4EAD7-8781-4467-B817-E0D8A143B60F","11","2020-04-03 11:05:56","7","14","48","1"
"242530","0","D377E22F-A0EB-4429-95E3-AFDE93AF8729","11","2020-04-03 11:30:03","2","16","27","1"
"242569","0","785144B5-1299-408C-9E8C-7701BD6948B5","11","2020-04-03 11:35:50","15","25","75","1"
"242579","0","A2A5700D-24BB-4E67-BAD2-43453CE118E5","11","2020-04-03 11:38:17","12","14","48","1"
"242597","0","AD19493B-851F-4CE4-A059-AE971F48E31F","11","2020-04-03 11:43:15","28","37","31","1"
"242598","0","31B7465B-B60E-4F0A-BA51-667B665F2C49","11","2020-04-03 11:43:21","16","17","27","1"
"242622","0","8826F77B-8EBE-473E-AE05-D3C52EEC8DA2","11","2020-04-03 12:45:02","7","14","48","1"
"242646","0","3E497240-E2A3-4AFD-A104-6A75A0BA9A3F","11","2020-04-03 12:45:53","20","22","4","1"
"242647","0","C6950387-C29F-4A5D-979B-F123ECBF09FD","11","2020-04-03 12:45:54","19","22","4","1"
"242660","0","45D2B374-EC8E-4234-81BD-BD76BE95B371","11","2020-04-03 12:50:44","20","30","44","1"
"242665","0","6781A43B-0FF9-474C-8E34-397DC5C2A252","11","2020-04-03 12:51:24","15","30","77","1"
"242739","0","111254D3-9835-4D0E-9A9C-72A2B2D6448F","11","2020-04-03 14:27:15","0","25","75","1"
"242760","0","865FBF3A-E947-4A6A-9688-FFE5D46B2617","11","2020-04-03 14:30:06","12","14","48","1"
"242812","0","65D0CA57-AFE8-4F23-AD3E-9EB9437BE119","11","2020-04-03 14:39:35","12","17","27","1"
"242814","0","D6E70477-643B-4ABB-853F-833A6BF811A0","11","2020-04-03 14:39:53","7","16","27","1"
"242827","0","4DFEFA69-EB35-44BD-B239-6AA4DE66F866","11","2020-04-03 14:55:43","20","30","77","1"
"242829","0","EE1E0E4D-833F-4A56-93F3-CDA204490918","11","2020-04-03 14:58:08","16","31","86","1"
"242843","0","750CF125-1EB7-4D3D-806B-BFF08F28685E","11","2020-04-03 15:45:02","39","53","31","1"
"242887","0","6781A43B-0FF9-474C-8E34-397DC5C2A252","11","2020-04-03 15:52:36","19","25","75","1"
"242896","0","F6C4EAD7-8781-4467-B817-E0D8A143B60F","11","2020-04-03 15:55:52","14","25","75","1"
"242913","0","CE23F569-19FA-4C15-AFCB-1F29153B3DC2","11","2020-04-03 16:05:09","26","31","86","1"
"242961","0","82AFA185-FC19-488B-B002-13EF6B07F382","11","2020-04-03 17:00:07","5","14","48","1"
"242963","0","7C633549-AFEE-4C93-A98E-4B1F5FC83813","11","2020-04-03 17:00:13","21","30","77","1"
"242972","0","BC55D98A-B98D-44D7-9652-3CB89314F08B","11","2020-04-03 17:00:39","14","14","48","1"
"242976","0","FA055231-F343-4547-88D9-C68E9372E05C","11","2020-04-03 17:01:29","22","27","9","1"
"242977","0","8BFF3FC8-B66E-47BA-8964-9211C5C3B152","11","2020-04-03 17:01:29","22","27","9","1"
"242986","0","3E497240-E2A3-4AFD-A104-6A75A0BA9A3F","11","2020-04-03 17:03:29","13","14","48","1"
"242989","0","D2F4D460-64D8-425F-84F2-14A62F0569F0","11","2020-04-03 17:04:11","1","53","31","1"
"242991","0","471C726B-B821-4993-9579-793C79081142","11","2020-04-03 17:04:53","10","14","48","1"
"243006","0","63BDA29F-FAB5-4CB5-9401-FD9DD49077AC","11","2020-04-03 17:07:51","11","14","48","1"
